Арт. Изделия|Название|Комментарий|Цена рекомендованная в евро|Производитель|Категория|,
54050025|Бачок (пластиковая бутылка) для LS3,1L||5,109|6|47|,,,,,,,,,,
20073513|Бачок (пластиковая бутылка) для ST-73,1L||1,638|6|47|,,,,,,,,,,
50000020|Кольцо (внутреннее) для муфты-байонета 500bar (1212256)||1,911|6|47|
O50000160|Кольцо (внешнее) для муфты-байонета 500bar||1,638|6|47|
55710411|Кольцо (комплект) 250bar||2,847|6|47|
791825100|Кольцо маленькое для муфты R+M 250bar||0,559|6|47|
792025100|Кольцо большое для муфты 250bar||0,858|6|47|
50000247|Кольцо для муфты KW 250bar||0,858|6|47|
50000248|Кольцо для муфты KW 250bar||0,858|6|47|
54050009|Сетчатый фильтр (таблетка)||3,757|6|47|
54050040|Шток для LS3||6,617|6|47|
18131950|Форсунка 1,25mm для LS3||7,436|6|47|,,,,,,,,,,
540500|Пенораспылитель LS3 с бачком||30,953|6|48|
57048|Переходник 1/4внеш - 1/4внеш 500bar||0,689|6|48|
200000435|Адаптер (металлический) для KARCHER||5,291|6|48|
200000436|Адаптер (пластиковый) для KARCHER (цена от 15шт.)||2,652|6|48|
200000436|Адаптер (пластиковый) для KARCHER||3,107|6|48|
55921|Адаптер (металлический) для PORTOTECNICA,BOSCH||6,201|6|48|,,,,,,,,,,
55958|Адаптер (пластиковый) для ANNOVI REVERBERI,LAVOR,ALTO ||6,149|6|48|,,,,,,,,,
200000438|Адаптер (пластиковый) для ANNOVI REVERBERI,BOSCH,STIHL||3,146|6|48|,,,,,,,,,
55920|Адаптер (металлический) для FAIP,LAVOR,STIHL,1/4внут||5,096|6|48|,,,,,,,,
540500|Пенораспылитель LS3 с бачком||30,953|6|49|
200045600|Муфта-байонет 500bar||33,046|6|49|
56530|Переходник для профессионального KARCHER М22внеш - 1/4внеш||1,794|6|49|
56020|Гайка для профессионального KARCHER М22внут-1/4внут||3,25|6|49|
40005468|Ниппель 500bar||15,873|6|49|
57048|Переходник 1/4внеш - 1/4внеш 500bar||0,689|6|49|
200357330|Турбонасадка 030||40,469|6|49|
200357355|Турбонасадка 055||45,773|6|49|
200357345|Турбонасадка 045||45,773|6|49|
200357335|Турбонасадка 035 ||40,469|6|49|
60495|Форсунка 25025 Karcher||5,356|6|49|
60500|Форсунка 25030 Karcher||5,356|6|49|
60505|Форсунка 25035 Karcher||5,356|6|49|
60510|Форсунка 25040 Karcher||5,356|6|49|
60520|Форсунка 25045 Karcher||5,356|6|49|
60530|Форсунка 25050 Karcher||5,356|6|49|
60540|Форсунка 25055 Karcher||5,356|6|49|
60550|Форсунка 25060 Karcher||5,356|6|49|
60560|Форсунка 25065 Karcher||5,356|6|49|
60570|Форсунка 25070 Karcher||5,356|6|49|
60580|Форсунка 25080 Karcher||5,356|6|49|
55926|Муфта (KW)||16,237|6|49|
559262|Муфта (KW) с гайкой 250bar||22,945|6|49|
202700350|Муфта-байонет KW (нержавейка) 250bar||30,212|6|49|
5000247|Кольцо для муфты (KW)||1,274|6|49|
559103|Ниппель (KW) с гайкой для профессионального KARCHER||10,426|6|49|
40001255|Ниппель удлиненный (KW) 250bar||9,373|6|49|
200080502|Змеевик для HDS 501,550,697,698,797||244,712|6|49|,,,,,,,
200080512|Змеевик для Karcher HDS 610,580,650,690,750 ||258,414|6|49|,,,,,,,
200080522|Змеевик для HDS 695,795,895,995||296,179|6|49|,,,,,,,,
200080532|Змеевик для HDS 1195,1295,1210,1250||308,022|6|49|,,,,,,,,
200080542|Змеевик для HDS 895 H||308,022|6|49|
106996700|Распылитель для химчистки EASYCLEAN 365||72,93|6|50|
106996730|Распылитель для химчистки Tornador Z-010||86,19|6|50|
106996750|Распылитель для химчистки Tornador Z-020 (оснащен инновационным вращательным механизмом) ||145,86|6|50|
106996790|Распылитель-насадка на пылесос для химчистки Tornador Z-017 ||102,102|6|50|
106996718|Блок инжектора||17,459|6|50|
106996710|Воронка||6,422|6|50|
106996711|Шланг всасывающий||8,411|6|50|
106996712|Шланг вибрационный||10,062|6|50|
106996713|Бачок (пластиковая бутылка),1L||10,972|6|50|,,,,,,,,,,
106996714|Крышка||4,017|6|50|
106996715|Уплотнение D||2,574|6|50|
106996716|Кран шаровой||14,43|6|50|
106996717|Шланг всасывающий с фильтром||5,057|6|50|
106996719|Пистолет в сборе||47,047|6|50|
106995010|Распылитель ручной,1L||2,652|6|51|,,,,,,,,,,
106995015|Распылитель с нагнетателем,1,5L||13,754|6|51|,,,,,,,,,
106995020|Распылитель с нагнетателем,2L||14,001|6|51|,,,,,,,,,,
106995120|Распылитель с нагнетателем Industry Line,12L||67,509|6|51|,,,,,,,,,,
345100310|Шланг ВД двухоплёточный,2SC-08,гайка-гайка,10m,400bar для PORTOTECNICA,KRANZLE||42,198|6|52|,,,,,,
345100315|Шланг ВД двухоплёточный,2SC-08,гайка-гайка,15m,400bar для PORTOTECNICA,KRANZLE||59,41|6|52|,,,,,,
345100320|Шланг ВД двухоплёточный,2SC-08,гайка-гайка,20m,400bar для PORTOTECNICA,KRANZLE||73,866|6|52|,,,,,,
335110310|Шланг ВД двухоплёточный,2SC-06,гайка-штуцер10,10m,400bar для KARCHER||40,625|6|52|,,,,,,,
345111410|Шланг ВД двухоплёточный,2SC-08,гайка-штуцер11,10m,400bar для KARCHER||43,446|6|52|,,,,,,,
345111415|Шланг ВД двухоплёточный,2SC-08,гайка-штуцер11,15m,400bar для KARCHER||65,676|6|52|,,,,,,,
345111420|Шланг ВД двухоплёточный,2SC-08,гайка-штуцер11,20m,400bar для KARCHER||80,977|6|52|,,,,,,,
335900310|Шланг ВД двухоплёточный,(EU),2SN-06,гайка-гайка,10m,400bar для PORTOTECNICA,KRANZLE||26,572|6|52|,,,,,
345900310|Шланг ВД двухоплёточный,(EU),2SN-08,гайка-гайка,10m,400bar для PORTOTECNICA,KRANZLE||27,989|6|52|,,,,,
345900710|Шланг ВД двухоплёточный,(EU),2SN-08,гайка-гайка (красная защита от перегиба),10m,400bar для PORTOTECNICA,KRANZLE||27,989|6|52|,,,,,
345900315|Шланг ВД двухоплёточный,(EU),2SN-08,гайка-гайка,15m,400bar для PORTOTECNICA,KRANZLE||40,482|6|52|,,,,,
345900320|Шланг ВД двухоплёточный,(EU),2SN-08,гайка-гайка,20m,400bar для PORTOTECNICA,KRANZLE||52,988|6|52|,,,,,
345911410|Шланг ВД двухоплёточный,(EU) 2SN-08,гайка-штуцер11,10m,400bar для KARCHER||33,098|6|52|,,,,,,,
345911415|Шланг ВД двухоплёточный,(EU) 2SN-08,гайка-штуцер11,15m,400bar для KARCHER||45,344|6|52|,,,,,,,
345911420|Шланг ВД двухоплёточный,(EU) 2SN-08,гайка-штуцер11,20m,400bar для KARCHER||55,952|6|52|,,,,,,,
343111410|Шланг ВД 1SN-08,гайка-штуцер11,10 м,однооплет. 10m,315bar,для KARCHER||39,156|6|52|,,,,,,
345913310|Шланг ВД двухоплёточный,(EU) 2SN-08,гайка M22x1,5-гайка 3/8,10m,400bar для COMET,DELVIR||31,876|6|52|,,,,,
345944310|Шланг ВД двухоплёточный,(EU) 2SN-08,штуцер 3/8-штуцер 3/8,10m,400bar для NILFISK-ALTO,KLINNET||34,918|6|52|,,,,,,
30103|Рукав - шланг ВД двухоплёточный,(EU) 2SN-06,400bar (цена за 1метр)||2,002|6|52|,,,,,,,,,
30153|Рукав - шланг ВД двухоплёточный,(EU) 2SN-08,400bar (цена за 1метр)||2,145|6|52|,,,,,,,,,
30100|Рукав - шланг ВД износостойкий однооплеточный,1SС-06,210bar  (цена за 1метр)||3,107|6|52|,,,,,,,,,
460028208|Шланг ВД бытовой KARCHER,8m||27,677|6|52|,,,,,,,,,,
460028209|Шланг ВД бытовой KARCHER,9m||30,979|6|52|,,,,,,,,,,
460028212|Шланг ВД бытовой KARCHER,12m||37,518|6|52|,,,,,,,,,,
4600105209|Шланг ВД бытовой KARCHER 9m Новый штуцер без подшипника||29,406|6|52|
4600104209|Шланг ВД бытовой KARCHER,9m Новый штуцер,штуцер-штуцер без подшипника||30,056|6|52|,,,,,,,,,
460061209|Шланг ВД бытовой KARCHER 9m Новый штуцер||40,625|6|52|
460063209|Шланг ВД бытовой KARCHER,9m Новый штуцер,штуцер-штуцер с подшипником||46,891|6|52|,,,,,,,,,
56920|Соединительная муфта для шлангов ВД,М22:М22||2,015|6|52|,,,,,,,,,,
56940|Соединительная муфта для шлангов ВД с изоляцией,400bar,М22:М22 ||5,382|6|52|,,,,,,,,,
56970|Соединительная муфта для шлангов ВД с изоляцией,280bar,М22:М22 ||11,57|6|52|,,,,,,,,,
308491620|Спираль защитная (цена 1m)||4,316|6|52|
31210|Муфта для опрессовки 1SN NW08||0,715|6|53|
312101|Муфта для опрессовки 1SN NW08||0,767|6|53|
31220|Муфта обжимная 2ST/2SN NW08||0,936|6|53|
31204|Муфта обжимная 2ST/2SN NW06||0,767|6|53|
31020|Муфта обжимная 1SN NW06,оцинк. сталь (диаметр 13,3mm,длина 25mm)                                                                                ||0,702|6|53|,,,,,,,,
31310|Муфта для опрессовки 1SN NW10||1,001|6|53|
31200|Муфта для опрессовки||0,702|6|53|
316961|Штуцер-прессниппель 11 08 с 3 шайбами||4,654|6|53|
31920|Гайка накидная для прессниппеля M22||1,118|6|53|
319231|Гайка черная||1,703|6|53|
308705|Защита от перегиба||1,248|6|53|
100001940|Прессниппель DKO NW08-2000||1,118|6|53|
100001942|Прессниппель диаметр 6mm||1,118|6|53|
31520|Прессниппель 1/4внеш,оцинк. сталь (DN 6)||1,352|6|53|,,,,,,,,,,
31610|Прессниппель 1/4внут,оцинк. сталь (DN 6)||1,105|6|53|,,,,,,,,,,
31694|Штуцер-пресснипель 11/6 с 3 шайбами,вращ.нерж. (DN 6)||10,257|6|53|,,,,,,,,,,
31696|Штуцер-пресснипель 11/8 с 3 шайбами,вращ.нерж. (DN 8)||9,087|6|53|,,,,,,,,,,
317582|Прессниппель 16mm,латунь (DN 6)||3,458|6|53|,,,,,,,,,,
3175206|Прессниппель диаметр 6mm для ALTO||8,086|6|53|
30855|Спираль от перегиба||0,988|6|53|
318506|Прессниппель ремонтный ёлочка 6mm||2,366|6|53|
318508|Прессниппель ремонтный ёлочка 8mm||2,054|6|53|
79035|Кольцо для шланга,гайка-гайка||0,182|6|53|,,,,,,,,,,
050000290|Кольцо для шланга NW11||0,351|6|53|
109766954|Поворотная консоль (балка),1,75m,250bar,вход 1/4внут,выход 1/4внеш ||373,49|6|54|,,,,,,
109620|Поворотная консоль (балка),2m,300bar,вход 3/8внеш,выход 3/8внеш||516,854|6|54|,,,,,,,
109625|Поворотная консоль (балка),2,5m,300bar,вход 3/8внеш,выход 3/8внеш ||718,458|6|54|,,,,,,
7501402|Комплект сальников для консоли 1,75m||6,786|6|54|,,,,,,,,,,
7502002|Комплект сальников для консоли 2m||24,661|6|54|
10840926|Поворотная муфта для консоли 1,75m||61,841|6|54|,,,,,,,,,,
7502001|Поворотная муфта для консоли 2m||80,171|6|54|
200033900|Фильтр тонкой очистки для АВД 3/4,50 micron||8,879|6|55|,,,,,,,,,,
73440|Фильтр тонкой очистки для АВД 3/4,60 micron||7,514|6|55|,,,,,,,,,,
200033700|Фильтр тонкой очистки для АВД 3/4,50 micron||13,533|6|55|,,,,,,,,,,
734703060|Картридж сменный для фильтра 73440||2,08|6|55|
020001735|Картридж сменный для фильтра 200033700||7,163|6|55|
020000670|Картридж сменный для фильтра 200033900 ||6,591|6|55|
200033705|Фильтр грубой очистки 125 micron||11,349|6|55|
200035510|Фильтр всасывающий с обратным клапаном||22,165|6|55|
73025|Фильтрующий элемент из нерж. стали (для трубки ST-73)||2,756|6|55|
200031610|Фильтрующий элемент с обратным клапаном,пластик (для трубки LS3,ST-73)||2,145|6|55|,,,,,,,,,
72700|Штуцер (ниппель для водопроводного шланга 1/2внут)||1,326|6|55|
72710|Штуцер (ниппель для водопроводного шланга 3/4внут)||1,326|6|55|
26364820|Шланг гофрированный 32mm,1 погонный метр||3,003|6|56|,,,,,,,,,,
26404830|Шланг гофрированный 38mm,1 погонный метр||4,511|6|56|,,,,,,,,,,
26504820|Шланг гофрированный 50mm,1 погонный метр||6,461|6|56|,,,,,,,,,,
527001110|Сгон 250mm (707752)||6,89|6|57|
527001201|Сгон 350mm (707852)||13,936|6|57|
527001202|Сгон 450mm (707952)||20,969|6|57|
527001302|Сгон для воды,грязи и масла 600mm (708852-60)||13,975|6|57|,,,,,,,,,,
527001105|Ершик для чистки колесных дисков 330mm (525352)||5,85|6|57|
527001409|Щетка для химчистки 45x115mm (644052)||5,343|6|57|
527001109|Щетка моющая 260mm (475552)||21,463|6|57|
527001100|Щетка моющая 400mm (475752)||31,46|6|57|
527001102|Щетка для дисков грузовиков и автобусов 230mm (545252)||31,59|6|57|
527001103|Щетка моющая (ручная) с подводом воды 350mm (525452)||14,859|6|57|
527001104|Щетка моющая 250mm High-Low (524752)||39,039|6|57|
527001106|Щетка моющая (ручная) длинная 410mm ||7,826|6|57|
527001107|Щетка моющая (ручная) короткая 245mm (522752)||6,669|6|57|
527001108|Щетка моющая (ручная) 290mm (524652)||13,871|6|57|
527001112|Щетка для мойки алюминиевых (легкосплавных) колесных дисков 320mm (525252)||9,529|6|57|
527001415|Щетка моющая (ручная) короткая 290mm (450052)||6,578|6|57|
527001416|Щетка моющая (ручная) короткая 270mm (450252)||5,447|6|57|
527001117|Щетка для труднодоступных мест (631552)||5,2|6|57|
527001400|Рукоятка-держатель (1630mm) с подводом воды (299152)||25,389|6|57|
527001401|Рукоятка-держатель (телескопический 1630-2750mm) (297552)||40,417|6|57|
527001402|Рукоятка-держатель (телескопический 1630-2750mm) с подводом воды (297352)||51,909|6|57|
527001403|Рукоятка-держатель 1500mm (293752)||22,841|6|57|
527001114|Набор кисточек для чистки торпеды||4,498|6|57|
527001414|Салфетка полировальная из микрофибры 400x400mm (691518)||5,2|6|57|
76343430|Барабан инерционный (300bar,150°C,шланг 10-21m,1/2внут-1,2внут)||523,77|6|58|,,,,,,,
105620|Держатель для пистолета напольный||89,102|6|58|
70730|Кран шаровой (нерж. сталь,макс давление 140bar,60°C,1/2внут-1/2внут)||38,987|6|58|,,,,,,,,
203100200|Кран шаровой (нерж. сталь,макс давление 140bar,80°C,1/2внут-ST 3100выход)||118,066|6|58|,,,,,,,,
106996500|Пенораспылитель низкого давления с бачком 1L. (давление - 2,5-6bar,выход - 5,5L/min,max 65°C)||122,525|6|58|,,,,,,,
106996510|Пенораспылитель низкого давления с бачком 2L. (давление - 2,5-6bar,выход - 5,5L/min,max 65°C)||122,525|6|58|,,,,,,,
57089|Переходник (3/8внеш - 1/2инеш)||11,934|6|58|
201200500|Пистолет низкого давления (макс. давление 24bar,100l/min,50°C,1/2внут-1/2внут)||57,915|6|58|,,,,,,,,
202725530|Пистолет среднего давления ST-2725 (макс. давление 80bar,80l/min,150°C,1/2внут-3/8внут)||142,571|6|58|,,,,,,,,
202725550|Пистолет среднего давления ST-2725 (макс. давление 80bar,80l/min,150°C,1/2внут.вращ.-ST3100 муфта)||170,417|6|58|,,,,,,,,
203100810|Пистолет среднего давления ST-3100 (макс. давление 60bar,100l/min,150°C,1/2внут-ST 3100 муфта)||272,896|6|58|,,,,,,,,
3461006109|Шланг высокого давления 10m (Karcher,Portotecnica,22х1,5 гайка-гайка,2SС-08,400bar,150°C)||79,56|6|58|,,,,,
3461106109|Шланг высокого давления 10m (Karcher,22х1,5-10 штуцер,2SС-08,400bar,150°C)||79,56|6|58|,,,,,,
3461116109|Шланг высокого давления 10m (Karcher 22х1,5-11 штуцер,2SС-08,400bar,150°C)||79,56|6|58|,,,,,,,
3461446109|Шланг высокого давления 10m (Wap,Alto,Klinnet,3/8внеш-3/8внеш,2SС-08,400bar,150°C)||79,56|6|58|,,,,,
3461136109|Шланг высокого давления 10m (Comet,Delvir,22x1,5-3/8внут,2SС-08,400bar,150°C)||79,56|6|58|,,,,,
4900460109|Шланг низкого и среднего давления 10m (1/2внеш- 1/2внеш,-40°C - +150°C,DN12,Макс. 80bar)||148,655|6|58|,,,,,,,,
4900460159|Шланг низкого и среднего давления 15m (1/2внеш- 1/2внеш,-40°C - +150°C,DN12,Макс. 80bar)||191,308|6|58|,,,,,,,,
4900460209|Шланг низкого и среднего давления 20m (1/2внеш - 1/2'внеш,-40°C - +150°C,DN12,Макс. 80bar)||243,334|6|58|,,,,,,,,
4900460259|Шланг низкого и среднего давления 25m (1/2внеш - 1/2внеш,-40°C - +150°C,DN12,Макс. 80bar)||295,425|6|58|,,,,,,,,
200049825|Форсунка вращающаяся каналопромывочная (вход 1/8внут,3 отверстия,размер 045)||38,818|6|59|,,,,,,,,,
200049830|Форсунка вращающаяся каналопромывочная (вход 1/8внут,3 отверстия,размер 050)||38,818|6|59|,,,,,,,,,
200049835|Форсунка вращающаяся каналопромывочная (вход 1/8внут,3 отверстия,размер 055)||38,818|6|59|,,,,,,,,,
200049840|Форсунка вращающаяся каналопромывочная (вход 1/8внут,3 отверстия,размер 060)||38,818|6|59|,,,,,,,,,
200049794|Форсунка вращающаяся каналопромывочная (вход 1/4внут,3 отверстия,размер 040)||38,818|6|59|,,,,,,,,,
200049795|Форсунка вращающаяся каналопромывочная (вход 1/4внут,3 отверстия,размер 045)||38,818|6|59|,,,,,,,,,
200049800|Форсунка вращающаяся каналопромывочная (вход 1/4внут,3 отверстия,размер 050)||38,818|6|59|,,,,,,,,,
200049805|Форсунка вращающаяся каналопромывочная (вход 1/4внут,3 отверстия,размер 055)||38,818|6|59|,,,,,,,,,
200049810|Форсунка вращающаяся каналопромывочная (вход 1/4внут,3 отверстия,размер 060)||38,818|6|59|,,,,,,,,,
65001|Форсунка каналопромывочная (с боем назад,вход 1/8внут,3 отверстия,размер 035)||15,587|6|59|,,,,,,,,
65005|Форсунка каналопромывочная (с боем назад,вход 1/8внут,3 отверстия,размер 040)||15,587|6|59|,,,,,,,,
65000|Форсунка каналопромывочная (с боем назад,вход 1/8внут,3 отверстия,размер 045)||15,587|6|59|,,,,,,,,
65009|Форсунка каналопромывочная (с боем назад,вход 1/8внут,3 отверстия,размер 055)||15,587|6|59|,,,,,,,,
65010|Форсунка каналопромывочная (с боем назад,вход 1/8внут,3 отверстия,размер 060)||15,587|6|59|,,,,,,,,
65105|Форсунка каналопромывочная (с боем назад,вход 1/4внут,3 отверстия,размер 035)||26,13|6|59|,,,,,,,,
65104|Форсунка каналопромывочная (с боем назад,вход 1/4внут,3 отверстия,размер 040)||26,13|6|59|,,,,,,,,
65100|Форсунка каналопромывочная (с боем назад,вход 1/4внут,3 отверстия,размер 045)||26,13|6|59|,,,,,,,,
65108|Форсунка каналопромывочная (с боем назад,вход 1/4внут,3 отверстия,размер 050)||26,13|6|59|,,,,,,,,
65116|Форсунка каналопромывочная (с боем назад,вход 1/4внут,3 отверстия,размер 055)||26,13|6|59|,,,,,,,,
65110|Форсунка каналопромывочная (с боем назад,вход 1/4внут,3 отверстия,размер 065)||26,13|6|59|,,,,,,,,
122370170|Форсунка каналопромывочная (с боем вперед и назад,вход 1/8внут,1х3 отверстие,размер 040)||17,277|6|59|,,,,,,,,
65060|Форсунка каналопромывочная (с боем вперед и назад,вход 1/8внут,1х3 отверстие,размер 050)||17,277|6|59|,,,,,,,,
65050|Форсунка каналопромывочная (с боем вперед и назад,вход 1/8внут,1х3 отверстие,размер 055)||17,277|6|59|,,,,,,,,
65055|Форсунка каналопромывочная (с боем вперед и назад,вход 1/8внут,1х3 отверстие,размер 060)||17,277|6|59|,,,,,,,,
65114|Форсунка каналопромывочная (с боем вперед и назад,вход 1/4внут,1х3 отверстие,размер 040)||27,261|6|59|,,,,,,,,
65112|Форсунка каналопромывочная (с боем вперед и назад,вход 1/4внут,1х3 отверстие,размер 045)||27,261|6|59|,,,,,,,,
